Feature,Normalized.Dispersion
ENSG00000159423,0.5346461882609335
ENSG00000169991,-0.9467016030117693
ENSG00000272084,-0.5188155930767676
ENSG00000127481,6.045603417428473
ENSG00000230424,-1.1910752413487062
ENSG00000127463,2.2839223576139567
ENSG00000053372,1.1420445653836104
ENSG00000162482,4.164653624665826
ENSG00000053371,-0.3510013797220029
ENSG00000040487,0.9047275713405565
ENSG00000077549,0.6870869722743205
ENSG00000173436,-0.3695869692581604
ENSG00000158747,0.3068420316959093
ENSG00000162542,-0.9037611566068019
ENSG00000169914,-1.5313466297670286
ENSG00000187980,NaN
ENSG00000162545,-0.9237542732337181
ENSG00000090432,2.128949604944883
ENSG00000158825,0.6460662931934195
ENSG00000158828,0.2911094863150831
ENSG00000117242,1.8658578954763594
ENSG00000244038,1.0063741873991836
ENSG00000117245,-1.7997389602828537
ENSG00000189410,0.4287231411642741
ENSG00000127483,-0.573442299126787
ENSG00000075151,-0.18047536876027626
ENSG00000287192,1.646076773651588
ENSG00000117298,3.0460992714255366
ENSG00000142794,2.285730822483508
ENSG00000162551,-0.19252987509951486
ENSG00000076864,-1.778239263240271
ENSG00000090686,0.05111535368095957
ENSG00000187942,NaN
ENSG00000142798,2.9184599880624558
ENSG00000228397,-0.497406483314982
ENSG00000218510,-0.6685231770275369
ENSG00000070831,2.6307493378381532
ENSG00000285752,1.0615726883562007
ENSG00000230068,1.87730270640493
ENSG00000162552,-0.43159403449348377
ENSG00000285873,3.8311936722424096
ENSG00000184677,-0.13165755133904483
ENSG00000133216,-0.9974093840145005
ENSG00000227868,NaN
ENSG00000004487,-0.0034846986275479308
ENSG00000169641,-0.01970922523059845
ENSG00000261326,0.8312430208676443
ENSG00000284726,NaN
ENSG00000125944,1.0436193417858461
ENSG00000125945,1.762038303592126
ENSG00000249087,0.47735442863147365
ENSG00000271420,NaN
ENSG00000204219,-1.3911408277519146
ENSG00000088280,-1.7491211709999566
ENSG00000007968,NaN
ENSG00000117318,1.7529268521913208
ENSG00000142676,-1.97066924635763
ENSG00000236810,-0.09598319090011402
ENSG00000011007,0.23899420415160538
ENSG00000057757,0.6185444362082901
ENSG00000011009,-0.04307030605211545
ENSG00000117308,0.06891434442870982
ENSG00000117305,0.08186325333589861
ENSG00000179163,1.7838071343757358
ENSG00000189266,0.5819063156644547
ENSG00000188529,0.6644627471502956
ENSG00000158055,NaN
ENSG00000001460,0.9615029347426008
ENSG00000001461,2.427898270416091
ENSG00000286061,-2.7661502929847086
ENSG00000117602,-0.9921001360536027
ENSG00000264443,-1.383312088203842
ENSG00000133226,1.3862994208334811
ENSG00000169504,-0.9927706923255069
ENSG00000020633,-0.3491878074308439
ENSG00000117614,0.28696706443459585
ENSG00000284602,-0.9301648877773234
ENSG00000117616,3.162658095616419
ENSG00000272432,NaN
ENSG00000187010,NaN
ENSG00000183726,-0.580357198877346
ENSG00000188672,NaN
ENSG00000204178,-0.4227362915634293
ENSG00000157978,-0.005824973776184555
ENSG00000225643,-0.00365450523828997
ENSG00000117643,-0.7159376400291476
ENSG00000233478,3.7428478231534683
ENSG00000162430,-0.23821518998759875
ENSG00000228172,2.549364076545197
ENSG00000117640,0.7836502634000375
ENSG00000127423,-1.004664266371476
ENSG00000236528,NaN
ENSG00000182749,6.785094282188695
ENSG00000117632,-0.20402675932046446
ENSG00000158006,0.46065316607060275
ENSG00000158008,NaN
ENSG00000158022,NaN
ENSG00000175087,2.053900620086616
ENSG00000236782,0.5899372720197591
ENSG00000142684,-0.0852348459154955
ENSG00000130695,-0.7725311087747269
ENSG00000142669,-0.7129135034766566
ENSG00000158062,-0.8079033675456108
ENSG00000176092,-2.4161090207433626
ENSG00000117682,4.6227682875373475
ENSG00000198830,0.6474119262259064
ENSG00000117676,-1.1728613787789242
ENSG00000260063,-1.2744373352348513
ENSG00000117713,0.8803207961132968
ENSG00000060642,-1.2376579079770238
ENSG00000204160,-1.0619562786728893
ENSG00000175793,NaN
ENSG00000142751,-0.19287947626050234
ENSG00000198746,-0.5523143375667736
ENSG00000090273,0.1932843579494472
ENSG00000253368,-2.0099607719406145
ENSG00000158246,-1.224190328186942
ENSG00000090020,0.14274749829572436
ENSG00000142784,1.2184172640337196
ENSG00000186501,0.27674876875259025
ENSG00000142765,0.9942616677131473
ENSG00000142733,1.7872805379441556
ENSG00000181773,3.285965445862269
ENSG00000158195,-1.1184573017331598
ENSG00000126705,-1.3316265198138098
ENSG00000233975,NaN
ENSG00000126709,-0.40417728374854
ENSG00000009780,2.3804163180257434
ENSG00000117758,1.7298455109174191
ENSG00000269971,-0.4632892386399622
ENSG00000270031,NaN
ENSG00000286433,NaN
ENSG00000117751,-1.3478895485524893
ENSG00000130775,-1.0259559500725457
ENSG00000117748,-2.6073865782466976
ENSG00000158156,-0.06983065906450563
ENSG00000158161,-0.41394476673305586
ENSG00000126698,0.39857031269547044
ENSG00000130770,0.9397542702326838
ENSG00000270605,1.7748833729830285
ENSG00000130766,-0.0061926192944241785
ENSG00000130772,-1.1676968332740072
ENSG00000204138,0.7085627790665107
ENSG00000180198,-0.7945756552205606
ENSG00000242125,4.2969210702776515
ENSG00000180098,1.824479071215556
ENSG00000197989,0.5836769983716247
ENSG00000120656,-2.3700137817715348
ENSG00000188060,-1.8707935033811856
ENSG00000229388,0.8352030234179293
ENSG00000162419,1.6465357240913097
ENSG00000198492,-0.5736111034591905
ENSG00000159023,1.1018876586118935
ENSG00000253304,-2.5737040581105557
ENSG00000116350,0.08003373948737114
ENSG00000116353,0.5836861742753048
ENSG00000060656,-0.7253291054493064
ENSG00000162510,NaN
ENSG00000186056,0.4856376589716235
ENSG00000223382,-0.7178074589202809
ENSG00000162512,-0.4992619024016866
ENSG00000134644,-0.6734870816392605
ENSG00000084628,0.40196529428359046
ENSG00000060688,-1.1475593365094743
ENSG00000121766,-0.1743261224610416
ENSG00000121769,4.4176447114178155
ENSG00000168528,-1.7479522077457148
ENSG00000142910,2.5789031158224542
ENSG00000162517,-0.15918711139832661
ENSG00000084636,5.038534533287033
ENSG00000121753,0.8109187477318084
ENSG00000134668,2.66404970088078
ENSG00000203620,NaN
ENSG00000269967,4.035141772070201
ENSG00000184007,-0.47264373192873443
ENSG00000121774,0.27481967549432795
ENSG00000203325,NaN
ENSG00000121775,-1.1109582461865575
ENSG00000025800,-0.8139984877128735
ENSG00000250135,-0.8219730182949925
ENSG00000084652,-0.17980292190069655
ENSG00000160050,-2.5294569600281958
ENSG00000224066,1.5909019442851486
ENSG00000160051,0.2904247856979817
ENSG00000160055,-0.9321705881884721
ENSG00000084623,0.002262517847615418
ENSG00000183615,-1.2824310975613724
ENSG00000116478,0.741556423737056
ENSG00000175130,0.12819178494419617
ENSG00000162526,9.75036411243754
ENSG00000225828,-0.2785364336256125
ENSG00000160058,1.3158149812936135
ENSG00000160062,0.7313027766181873
ENSG00000176261,2.514098240279448
ENSG00000162521,1.4513967559453118
ENSG00000162520,0.6824799263211068
ENSG00000224409,-0.2488954649352956
ENSG00000162522,-2.724857136422852
ENSG00000134684,-0.39128055363202335
ENSG00000116497,2.9747804181049777
ENSG00000160097,7.893181271335036
ENSG00000121905,0.051380059931830285
ENSG00000121900,-0.13466655708596398
ENSG00000116514,-1.2269405643818245
ENSG00000004455,0.25943340035408075
ENSG00000142920,0.08891007711746622
ENSG00000116525,-0.32878826173536646
ENSG00000160094,0.7848186966240638
ENSG00000134686,-0.5574174171435059
ENSG00000233246,NaN
ENSG00000121903,-0.31413695475337905
ENSG00000121904,-0.5792631932720409
ENSG00000142698,0.21114663502172928
ENSG00000163866,-1.6214087581420875
ENSG00000230163,NaN
ENSG00000243749,-0.5858803461914611
ENSG00000163867,1.4618966220339884
ENSG00000197056,-0.36353936563789735
ENSG00000116560,0.013010425163763587
ENSG00000146463,0.007989501296115236
ENSG00000227409,NaN
ENSG00000142687,-0.8044391897123803
ENSG00000020129,-0.08474016316780393
ENSG00000239636,-0.19558766853650147
ENSG00000126067,-0.5068077722395242
ENSG00000142686,1.825028985303279
ENSG00000092853,4.6676462046463705
ENSG00000232335,NaN
ENSG00000134698,0.8952736834440091
ENSG00000092847,-1.5837129564929049
ENSG00000286899,NaN
ENSG00000271914,NaN
ENSG00000126070,1.6071112617067238
ENSG00000092850,NaN
ENSG00000116863,-0.4237880628523661
ENSG00000171812,-0.7421113033819039
ENSG00000054116,1.6309201683043524
ENSG00000116871,0.4198621385452956
ENSG00000054118,0.43543394970861127
ENSG00000214193,0.6166622536676347
ENSG00000142694,-2.2019154258860425
ENSG00000286379,NaN
ENSG00000196182,-0.4830236751299704
ENSG00000181817,-2.5467376246601074
ENSG00000116885,1.5837649881772822
ENSG00000116898,-1.2443936690993302
ENSG00000119535,0.6209065393280602
ENSG00000233621,1.5537764495927195
ENSG00000163874,-0.2975687247657234
ENSG00000163875,-0.8912635592958085
ENSG00000163877,-0.7100833113947356
ENSG00000163879,-0.8213928553816315
ENSG00000134697,1.4797649878302612
ENSG00000169218,-0.48911006769563997
ENSG00000116922,0.5032446791486116
ENSG00000134690,-0.6852764849261419
ENSG00000185090,-0.13176327507628324
ENSG00000196449,-1.7635049362451947
ENSG00000197982,-0.2675507989501621
ENSG00000188786,-2.4195990217519525
ENSG00000204084,0.8354231779725657
ENSG00000183431,0.9139837792411803
ENSG00000183386,-0.43480752654971283
ENSG00000183520,1.4092505131426547
ENSG00000185668,NaN
ENSG00000224592,NaN
ENSG00000116954,-1.7471891715388583
ENSG00000228436,-0.9141583524772227
ENSG00000214114,-0.06806324788600572
ENSG00000131233,-0.5673162269791393
ENSG00000158315,0.34778228305391384
ENSG00000174574,1.1231677205060542
ENSG00000168653,-0.9166829906546659
ENSG00000127603,1.7792096133761592
ENSG00000270040,NaN
ENSG00000287422,NaN
ENSG00000183682,0.3400775036620604
ENSG00000090621,-0.813726962129867
ENSG00000084072,0.11738962216713253
ENSG00000198754,1.360298258997503
ENSG00000043514,4.0480386662139
ENSG00000116990,-0.5867947532952817
ENSG00000236546,-0.3119452874502408
ENSG00000168389,-0.7628670170183861
ENSG00000131236,0.10711467778256474
ENSG00000131238,2.023101040624726
ENSG00000117000,-1.0047603787690995
ENSG00000259943,-0.2309190389028864
ENSG00000084073,1.7509443569081244
ENSG00000049089,1.8766306424202281
ENSG00000084070,-1.545304082943093
ENSG00000187801,0.5278489272930957
ENSG00000260920,-0.17355362936578778
ENSG00000187815,1.5837132308926631
ENSG00000238287,-0.3581258407304916
ENSG00000164002,-0.01346081920765518
ENSG00000117010,1.6716928833115159
ENSG00000117016,-0.9491377202139503
ENSG00000272145,1.0642812103589527
ENSG00000066136,-1.6356978376265308
ENSG00000179862,-2.3023881642514223
ENSG00000171793,0.91050330369652
ENSG00000171790,0.5461684489564159
ENSG00000010803,-1.5489375982120803
ENSG00000287400,0.8584762799249435
ENSG00000235358,0.5175765872430643
ENSG00000204060,-1.662084676679469
ENSG00000229901,NaN
ENSG00000127124,-1.5442305204095124
ENSG00000198815,0.7146912203020224
ENSG00000177181,-2.173105319308215
ENSG00000066185,NaN
ENSG00000127125,-1.9553372480076945
ENSG00000186409,0.820226197736713
ENSG00000171960,0.4351967490227343
ENSG00000285728,4.795972630521576
ENSG00000234917,12.525332559218807
ENSG00000065978,-1.6286615815908092
ENSG00000117385,2.1401679034643597
ENSG00000164008,0.2973024819160098
ENSG00000177868,-2.271060026125089
ENSG00000164010,0.5797320379875418
ENSG00000228192,-0.10613058612516058
ENSG00000164011,-1.554764472875703
ENSG00000117394,7.391521334622677
ENSG00000227533,0.3507558282915099
ENSG00000283973,NaN
ENSG00000186973,-0.35282308420931807
ENSG00000117395,-0.5269875471565681
ENSG00000243710,-0.2685446039775465
ENSG00000234694,-0.1632394791377583
ENSG00000117399,1.8955653669623038
ENSG00000066322,-2.0379574044824
ENSG00000159479,-0.8891775956070253
ENSG00000198198,1.8946076710178144
ENSG00000229372,NaN
ENSG00000178922,0.261497794495602
ENSG00000229348,NaN
ENSG00000142949,1.7226566855470877
ENSG00000066135,-1.0929505731139444
ENSG00000236200,4.455122437504102
ENSG00000126091,-1.2680334557882784
ENSG00000237950,0.17470888765077225
ENSG00000117408,0.5081132431543967
ENSG00000285649,NaN
ENSG00000132768,-1.8092269824124212
ENSG00000117410,-1.3571685022637667
ENSG00000117411,-0.9831528022924452
ENSG00000159214,0.7584379538843868
ENSG00000196517,-0.6382946911175794
ENSG00000230615,-0.12552776475428853
ENSG00000178028,-0.8493271816155173
ENSG00000117419,-1.2546841376451787
ENSG00000187147,0.00788012400304167
ENSG00000126106,-2.007588486348774
ENSG00000198520,1.5471634103874727
ENSG00000142945,-0.8128549781126237
ENSG00000225721,1.841164191162253
ENSG00000142937,-1.8274360203898932
ENSG00000142959,-2.3182305038270945
ENSG00000173846,2.903887029777025
ENSG00000188396,-0.8824706878903497
ENSG00000222009,0.2802584244513916
ENSG00000117425,0.02197056990583578
ENSG00000070785,0.31960798711048866
ENSG00000126107,3.886414587901189
ENSG00000126088,-0.1779359828947999
ENSG00000162415,-0.6207007660555582
ENSG00000186603,-0.6601639193888577
ENSG00000132781,0.28358263753206153
ENSG00000132773,0.686693077720453
ENSG00000070759,-1.5746622029153108
ENSG00000280670,0.1064683145538472
ENSG00000132763,-1.2982455848162195
ENSG00000117450,-0.41624056319786773
ENSG00000117448,0.31634380141179713
ENSG00000132780,2.8214690027429854
ENSG00000159588,-0.690244016034299
ENSG00000159592,-1.3936543939382418
ENSG00000159596,-0.2435121654547342
ENSG00000197429,0.1823602361889047
ENSG00000230896,2.5718097548953787
ENSG00000086015,-0.8844615154607219
ENSG00000117461,-1.6435146372094074
ENSG00000227857,0.11096926691954181
ENSG00000117472,-1.1690730408544114
ENSG00000085998,-1.3572032062701338
ENSG00000171357,0.42664265230313875
ENSG00000085999,-1.418877626820492
ENSG00000132128,-0.5948390382719972
ENSG00000173660,-1.4630779387876864
ENSG00000117481,0.860529513683578
ENSG00000117480,4.166420830446087
ENSG00000079277,2.0931153723919658
ENSG00000142961,-0.7356938521910077
ENSG00000123472,-0.18991110350834148
ENSG00000186118,NaN
ENSG00000159658,-2.0383967316730094
ENSG00000225506,NaN
ENSG00000224805,NaN
ENSG00000123473,-0.6167956243586048
ENSG00000162368,1.9605277008278836
ENSG00000186790,NaN
ENSG00000237424,1.0713253360825892
ENSG00000186564,-0.9642286950480824
ENSG00000269113,4.8973473070946945
ENSG00000272491,NaN
ENSG00000132122,-0.45149815066230853
ENSG00000185104,2.292346725555914
ENSG00000123080,-1.75089489777278
ENSG00000203356,NaN
ENSG00000123091,-1.7917599169214449
ENSG00000085831,NaN
ENSG00000085832,1.4027943619537186
ENSG00000117859,-0.6153848186618235
ENSG00000078618,1.3836314540538275
ENSG00000266993,2.6233695220590456
ENSG00000169213,1.4261628569042986
ENSG00000117862,-1.2859567160835443
ENSG00000198841,-0.6124382353071971
ENSG00000134717,0.8463388895751652
ENSG00000157077,2.2118665627070584
ENSG00000154222,-0.6614003078790073
ENSG00000272100,NaN
ENSG00000287078,0.5067247421966199
ENSG00000085840,6.277297016090686
ENSG00000134748,-1.4630849051992585
ENSG00000134744,-0.29701802805771577
ENSG00000116157,-0.3558260018606093
ENSG00000182183,NaN
ENSG00000162377,-0.7657608015506748
ENSG00000162378,0.26113909095963667
ENSG00000203995,NaN
ENSG00000121310,0.35162365627258396
ENSG00000116171,-0.24235130321408152
ENSG00000174348,6.511888159674714
ENSG00000232993,NaN
ENSG00000162383,0.3004146942928138
ENSG00000235563,-0.981832710256771
ENSG00000157184,2.0003019817364835
ENSG00000236723,NaN
ENSG00000162384,-0.5769887295679649
ENSG00000259818,8.542941940544479
ENSG00000162385,-1.0245898525581094
ENSG00000226754,-0.4435549922324484
ENSG00000157193,0.9378771933770986
ENSG00000225675,NaN
ENSG00000174332,0.5914409825175785
ENSG00000058804,-1.0079459932368624
ENSG00000058799,-1.7852702215102738
ENSG00000081870,0.24293948328862705
ENSG00000116212,0.2788775518933475
ENSG00000116209,1.4731775271098027
ENSG00000116205,-1.223841067301022
ENSG00000215883,-1.3135688905508727
ENSG00000116221,-2.2449751429623563
ENSG00000157216,-1.4189187878067875
ENSG00000162390,0.786436110228038
ENSG00000184313,NaN
ENSG00000243725,0.8949477993595234
ENSG00000162396,-0.3491101849074099
ENSG00000116133,-0.28551152095230786
ENSG00000242396,NaN
ENSG00000233203,-0.6990787597220348
ENSG00000143001,NaN
ENSG00000169174,1.2980470765320316
ENSG00000162402,-0.393940559346899
ENSG00000260971,7.43695724129144
ENSG00000162407,-0.9129213635663979
ENSG00000162409,0.4143036305571963
ENSG00000173406,0.4609357151423814
ENSG00000162600,2.5020307952044663
ENSG00000184292,NaN
ENSG00000162601,1.6289898291690266
ENSG00000177606,-0.6342802714523832
ENSG00000234807,NaN
ENSG00000232453,-1.1747136856544074
ENSG00000237352,-0.13627916435343837
ENSG00000224609,-0.920451866224049
ENSG00000270457,NaN
ENSG00000172456,2.8189834769254682
ENSG00000162599,0.8487049558112472
ENSG00000162604,0.061085379973359805
ENSG00000271200,-0.8018888564761297
ENSG00000132849,1.4722862555069058
ENSG00000240563,NaN
ENSG00000162607,-1.7256290071837088
ENSG00000116641,1.8611005540617853
ENSG00000235545,5.532639110220205
ENSG00000125703,1.9359040900928852
ENSG00000230798,NaN
ENSG00000088035,1.3808740587109947
ENSG00000142856,0.36577116038485946
ENSG00000203965,0.44203997867102246
ENSG00000116652,-0.494538800218184
ENSG00000079739,1.8137630649746708
ENSG00000185483,0.6249529814489146
ENSG00000158966,-0.6191313885390536
ENSG00000162437,-0.2977566254814269
ENSG00000162434,-1.0241395763412564
ENSG00000226891,0.9169393618825905
ENSG00000272506,NaN
ENSG00000162433,-0.5607992319533986
ENSG00000116675,-0.8540663280436982
ENSG00000213625,1.7020565172670623
ENSG00000116678,-0.962868914230204
ENSG00000237852,-0.1690600513075242
ENSG00000184588,2.159986191497317
ENSG00000118473,2.5001319789606
ENSG00000152760,-0.48363595050742914
ENSG00000152763,0.4918601576068439
ENSG00000198160,-0.21437378498525622
ENSG00000116704,-1.0240934353533382
ENSG00000142864,0.4840149152136298
ENSG00000116717,-0.7216834520420911
ENSG00000172380,-1.9205915387142327
ENSG00000232284,1.95018978117298
ENSG00000162595,0.8099994892407628
ENSG00000116729,1.508951079545254
ENSG00000116745,NaN
ENSG00000024526,-0.7425691183690861
ENSG00000234264,8.876962091294837
ENSG00000066557,0.4914055407752063
ENSG00000116754,-0.015555809920373195
ENSG00000118454,-1.4738944244987777
ENSG00000197568,-0.19090734420902658
ENSG00000116761,2.3854051276336614
ENSG00000050628,-0.3315299839148088
ENSG00000235782,3.4326680598370976
ENSG00000269933,8.816956883863508
ENSG00000132485,1.6668362824053506
ENSG00000229956,-0.5386960287244225
ENSG00000172260,0.2902455437324443
ENSG00000286863,NaN
ENSG00000225087,NaN
ENSG00000162620,-1.0452079481393566
ENSG00000254685,0.5382662083968848
ENSG00000116783,NaN
ENSG00000272864,NaN
ENSG00000116791,-1.1160539026730545
ENSG00000162623,-1.9355480208266127
ENSG00000224127,NaN
ENSG00000162624,1.162528611704042
ENSG00000137968,NaN
ENSG00000117054,0.5321765796605727
ENSG00000137955,0.6634650370606052
ENSG00000184005,0.1723809650793753
ENSG00000117069,1.7846562737605638
ENSG00000142892,0.7245729120914554
ENSG00000287870,NaN
ENSG00000154027,-0.1448489505962218
ENSG00000233099,NaN
ENSG00000287647,-2.31192589590335
ENSG00000036549,0.3440412729352033
ENSG00000077254,1.3192904691252965
ENSG00000180488,3.3507283047465894
ENSG00000235927,0.6981412607194951
