Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000157933,SKI,0.0775911604762949,-0.5257672028166391,0.5799267928814449,0.10790489817212785,0.5257672028166391,0.5799267928814449
ENSG00000287356,AL590822.3,0.0010928332461449986,-2.7736947162602243,0.5742239304130411,0.004691517311831646,2.7736947162602243,0.5742239304130411
ENSG00000116151,MORN1,0.010108707526841237,-0.43265779842515784,1,0.009383034623663291,0.43265779842515784,1
ENSG00000272420,AL513477.2,0.0008196249346087489,-2.095622811147586,1,0,2.095622811147586,1
ENSG00000157916,RER1,0.9644253397229613,-0.20457946869593,0.8315700290229936,1.1118896029041,0.20457946869593,0.8315700290229936
ENSG00000157911,PEX10,0.09425686748000613,0.6385656983480459,0.7313385756555105,0.056298207741979744,-0.6385656983480459,0.7313385756551779
ENSG00000157881,PANK4,0.010928332461449987,-1.3230333072506593,0.3963647780287345,0.02345758655915823,1.3230333072506593,0.3963647780287345
ENSG00000272449,AL139246.5,0.0027320831153624966,-2.2211536932314457,0.4537770200105334,0.009383034623663291,2.2211536932314457,0.4537770200105334
ENSG00000238164,TNFRSF14-AS1,0.004098124673043745,-1.095622811147587,0.9617758029996164,0.004691517311831646,1.095622811147587,0.9617758029996164
ENSG00000157873,TNFRSF14,0.2579086460902197,0.36228295325875015,0.9955214276245106,0.1970437270969291,-0.36228295325875015,0.9955214276245106
ENSG00000157870,PRXL2B,0.047811454518843687,0.7788463067685543,0.6654776145903837,0.02345758655915823,-0.7788463067685543,0.6654776145903837
ENSG00000142606,MMEL1,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000215912,TTC34,0.0016392498692174978,-1.2882678890899824,1,0,1.2882678890899824,1
ENSG00000177133,PRDM16-DT,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000287828,AL354743.2,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000130762,ARHGEF16,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000162591,MEGF6,0.013660415576812482,-1.8826290878133882,0.08691197124115467,0.04691517311831646,1.8826290878133882,0.08691197124115467
ENSG00000238260,AL513320.1,0.0010928332461449986,-1.7736947162602243,1,0,1.7736947162602243,1
ENSG00000158109,TPRG1L,0.1221241152567036,1.0112923927689255,0.39847373606788217,0.056298207741979744,-1.0112923927689255,0.39847373606788217
ENSG00000116213,WRAP73,0.04589899633808994,-0.9426708883089883,0.2881310131754862,0.08444731161296962,0.9426708883089883,0.2881310131754862
ENSG00000162592,CCDC27,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000235169,SMIM1,0.08223570177241114,1.8208538332901294,0.12650729341508182,0.018766069247326583,-1.8208538332901294,0.12650729341513936
ENSG00000130764,LRRC47,0.05819337035722118,-0.6020833381900252,0.546177293236347,0.08444731161296962,0.6020833381900252,0.546177293236347
ENSG00000272153,AL365330.1,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000116198,CEP104,0.09890140877612237,-0.4497780682794086,0.6434165451752296,0.1313624847312861,0.4497780682794086,0.6434165451752296
ENSG00000169598,DFFB,0.010928332461449987,-1.0599989014168658,0.5742239304130411,0.018766069247326583,1.0599989014168658,0.5742239304130411
ENSG00000198912,C1orf174,0.11474749084522486,0.03709111119765307,1,0.10790489817212785,-0.03709111119765307,1
ENSG00000236423,LINC01134,0.002185666492289997,-0.9256978097052739,1,0,0.9256978097052739,1
ENSG00000131697,NPHP4,0.006010582853797492,-1.572060855090574,0.45590710199044915,0.014074551935494936,1.572060855090574,0.45590710199044915
ENSG00000069424,KCNAB2,0.01611929038063873,-0.5106603104264309,0.9915347288400437,0.018766069247326583,0.5106603104264309,0.9915347288400437
ENSG00000116251,RPL22,8.591581772880442,1.425097659428618,0.07815165789100767,3.2089978412928457,-1.425097659428618,0.07815165789100767
ENSG00000226944,AL031847.1,0.0019124581807537476,-1.095622811147586,1,0,1.095622811147586,1
ENSG00000158286,RNF207,0.05436845399571368,-1.496160740731316,0.020932810355000785,0.15012855397861266,1.496160740731316,0.020932810355000785
ENSG00000116237,ICMT,0.19124581807537475,0.22836480591807007,1,0.15951158860227596,-0.22836480591807007,1
ENSG00000225077,LINC00337,0.0016392498692174978,-1.2882678890899824,1,0,1.2882678890899824,1
ENSG00000158292,GPR153,0.020763831676754975,-0.15076436534004767,1,0.018766069247326583,0.15076436534004767,1
ENSG00000097021,ACOT7,0.22293798221357972,-0.5913555444442156,0.39525114572213693,0.3330977291400468,0.5913555444442156,0.39525114572213693
ENSG00000271746,AL031848.2,0.002185666492289997,-1.925697809705274,0.7431114180487358,0.004691517311831646,1.925697809705274,0.7431114180487358
ENSG00000069812,HES2,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000187017,ESPN,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000215788,TNFRSF25,0.004098124673043745,-2.095622811147587,0.35576195086952356,0.014074551935494936,2.095622811147587,0.35576195086952356
ENSG00000171680,PLEKHG5,0.010928332461449987,0.2619291934704968,1,0.004691517311831646,-0.2619291934704968,1
ENSG00000162408,NOL9,0.059559411914902424,-0.8443977076034264,0.3158710349276228,0.1032133808602962,0.8443977076034264,0.3158710349276228
ENSG00000204859,ZBTB48,0.01775854024985623,-1.0512286917891336,0.446078546235055,0.03284062118282152,1.0512286917891336,0.446078546235055
ENSG00000162413,KLHL21,0.11474749084522486,-1.0503717300526865,0.1042574570994468,0.23457586559158228,1.0503717300526865,0.1042574570994468
ENSG00000116273,PHF13,0.042620496599654945,0.19899793774404007,1,0.03284062118282152,-0.19899793774404007,1
ENSG00000041988,THAP3,0.0781375770993674,0.8993591140857888,0.5019616521884723,0.037532138494653165,-0.8993591140857888,0.5019616521884723
ENSG00000007923,DNAJC11,0.028686872711306214,-0.68963045147175,0.6425264220687134,0.04222365580648481,0.68963045147175,0.6425264220687134
ENSG00000171735,CAMTA1,0.5838461617529656,1.6088713219548199,0.05765374445153825,0.18766069247326583,-1.6088713219548199,0.05765374445153825
ENSG00000237402,CAMTA1-IT1,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000049245,VAMP3,0.5240135415265268,0.8563198746609181,0.4138728869370572,0.28618255602173037,-0.8563198746609181,0.4138728869370572
ENSG00000269925,Z98884.2,0.0010928332461449986,-1.7736947162602243,1,0,1.7736947162602243,1
ENSG00000049246,PER3,0.01721212362678373,-0.9029777332051907,0.5739123372039822,0.028149103870989872,0.9029777332051907,0.5739123372039822
ENSG00000116288,PARK7,2.220363947855101,0.4459786494149268,0.8408598509480643,1.6326480245174126,-0.4459786494149268,0.8408598509480643
ENSG00000284747,AL034417.4,0.0008196249346087489,-2.095622811147586,1,0,2.095622811147586,1
ENSG00000284716,AL034417.3,0.0010928332461449986,-2.7736947162602243,0.5742239304130411,0.004691517311831646,2.7736947162602243,0.5742239304130411
ENSG00000116285,ERRFI1,0.08524099319930989,0.19439603578503117,1,0.07037275967747468,-0.19439603578503117,1
ENSG00000162426,SLC45A1,0.011474749084522486,-1.669358056445489,0.17281079758046833,0.03284062118282152,1.669358056445489,0.17281079758046833
ENSG00000142599,RERE,0.25326410479410344,-0.5044283567149159,0.4809152551422461,0.35655531569920507,0.5044283567149159,0.4809152551422461
ENSG00000232912,RERE-AS1,0.0010928332461449986,-1.7736947162602243,1,0,1.7736947162602243,1
ENSG00000074800,ENO1,2.497123967441322,-0.5224490264611013,0.3837649391629776,3.5983937781748723,0.5224490264611013,0.3837649391629776
ENSG00000230679,ENO1-AS1,0.0013660415576812483,-2.51066031042643,0.6278111554196307,0.004691517311831646,2.51066031042643,0.6278111554196307
ENSG00000142583,SLC2A5,0.0027320831153624966,-2.2211536932314457,0.45313678568772886,0.009383034623663291,2.2211536932314457,0.45313678568772886
ENSG00000180758,GPR157,0.021037039988291224,0.18977940771466173,1,0.014074551935494936,-0.18977940771466173,1
ENSG00000228526,MIR34AHG,0.016665707003711228,-2.5337439235394714,0.0020225549410200954,0.09383034623663292,2.5337439235394714,0.0020225549410200954
ENSG00000234546,LNCTAM34A,0.06311111996487367,0.17739568325882926,1,0.0516066904301481,-0.17739568325882926,1
ENSG00000049239,H6PD,0.0759519106070774,-1.0589643405687386,0.14931738137538475,0.1548200712904443,1.0589643405687386,0.14931738137538475
ENSG00000171621,SPSB1,0.10217990851455737,0.7546842560945644,0.5979500551979158,0.056298207741979744,-0.7546842560945644,0.5979500551979158
ENSG00000284652,BX323043.1,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000284693,LINC02606,0.006283791165333742,0.4893396895735691,1,0,-0.4893396895735691,1
ENSG00000171612,SLC25A33,0.08933911787235364,0.45457427141289264,0.9125160137598498,0.060989725053811394,-0.45457427141289264,0.9125160137598498
ENSG00000188807,TMEM201,0.009562290903768738,-0.5106603104264309,1,0.009383034623663291,0.5106603104264309,1
ENSG00000171608,PIK3CD,0.011747957396058734,-0.22115369323144574,1,0.009383034623663291,0.22115369323144574,1
ENSG00000231789,PIK3CD-AS2,0.05737374542261243,0.04051387683844254,1,0.0516066904301481,-0.04051387683844254,1
ENSG00000171603,CLSTN1,0.21228285806366598,-1.061852074492343,0.06188812215106638,0.44100262731217466,1.061852074492343,0.06188812215106638
ENSG00000178585,CTNNBIP1,0.200261692356071,1.4240134416956258,0.1468369729216764,0.07037275967747468,-1.4240134416956258,0.1468369729216764
ENSG00000162441,LZIC,0.15408948770644482,0.7985567327113774,0.5303635995168305,0.08444731161296962,-0.7985567327113774,0.5303635995168305
ENSG00000228150,AL357140.2,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000173614,NMNAT1,0.040981246730437446,-0.31664969045980573,0.9617758029996164,0.04691517311831646,0.31664969045980573,0.9617758029996164
ENSG00000162444,RBP7,0.003824916361507495,-0.18873221553906827,1,0,0.18873221553906827,1
ENSG00000130939,UBE4B,0.10163349189148486,-0.5969851102508028,0.4765317058717076,0.15012855397861266,0.5969851102508028,0.4765317058717076
ENSG00000054523,KIF1B,0.14507361342574857,-0.8476952977040018,0.20394733199771414,0.2580334521507405,0.8476952977040018,0.20394733199771414
ENSG00000284735,AL139424.3,0.0005464166230724993,-3.51066031042643,0.43052570517683403,0.004691517311831646,3.51066031042643,0.43052570517683403
ENSG00000284642,AL139424.2,0.0008196249346087489,-2.095622811147586,1,0,2.095622811147586,1
ENSG00000142657,PGD,0.9693430893306137,-0.3136532075098962,0.6673210929841267,1.2057199491407329,0.3136532075098962,0.6673210929841267
ENSG00000175279,CENPS,0.07895720203397615,2.0842862788673475,0.08011533119912573,0.014074551935494936,-2.0842862788673475,0.08011533119908928
ENSG00000241563,CORT,0.010928332461449987,1.2619291934704968,0.6649061631376134,0,-1.2619291934704968,0.6649061631376134
ENSG00000160049,DFFA,0.16583744510250353,-0.05714866333295099,1,0.16889462322593923,0.05714866333295099,1
ENSG00000203469,AL354956.1,0,-5.095622811147586,0.2440500184085805,0.004691517311831646,5.095622811147586,0.2440500184085805
ENSG00000142655,PEX14,0.03305820569588621,-0.865325191725792,0.4318507112966772,0.056298207741979744,0.865325191725792,0.4318507112966772
ENSG00000130940,CASZ1,0.0008196249346087489,-2.095622811147586,1,0,2.095622811147586,1
ENSG00000120948,TARDBP,0.17840502743317102,-0.7868701050079576,0.23222900015291828,0.30494862526905697,0.7868701050079576,0.23222900015291828
ENSG00000271895,AL109811.2,0.010928332461449987,-1.3230333072506593,0.40830744226373855,0.02345758655915823,1.3230333072506593,0.40830744226373855
ENSG00000116649,SRM,0.9611468399845263,1.5560439706571112,0.06098547034051972,0.3237146945163835,-1.5560439706571112,0.06098547034051972
ENSG00000171824,EXOSC10,0.06283791165333742,-0.9987612718949976,0.21687224139235842,0.12197945010762279,0.9987612718949976,0.21687224139235842
ENSG00000226849,AL109811.1,0.0013660415576812483,-1.51066031042643,1,0,1.51066031042643,1
ENSG00000230337,EXOSC10-AS1,0.005464166230724993,-1.7033053883688263,0.41719397037092176,0.014074551935494936,1.7033053883688263,0.41719397037092176
ENSG00000198793,MTOR,0.06311111996487367,0.0619184658388936,1,0.056298207741979744,-0.0619184658388936,1
ENSG00000120942,UBIAD1,0.035243872188176206,0.11939007982326366,1,0.028149103870989872,-0.11939007982326366,1
ENSG00000116661,FBXO2,0.013113998953739983,1.5190870329676214,0.5494224248555352,0,-1.5190870329676214,0.5494224248555352
ENSG00000132879,FBXO44,0.04316691322272744,-0.5900947779208354,0.6590585166999925,0.060989725053811394,0.5900947779208354,0.6590585166999925
ENSG00000116663,FBXO6,0.04589899633808994,0.49790170307699366,0.9063786215811656,0.028149103870989872,-0.49790170307699366,0.9063786215811656
ENSG00000116670,MAD2L2,0.16419819523328605,0.6785652469748178,0.6480178161301645,0.09852186354846455,-0.6785652469748178,0.6480178161301645
ENSG00000162490,DRAXIN,0,-5.095622811147586,0.2440500184085805,0.004691517311831646,5.095622811147586,0.2440500184085805
ENSG00000177674,AGTRAP,0.2920596850322509,0.1864125566162631,1,0.2533419348389089,-0.1864125566162631,1
ENSG00000215910,C1orf167,0.004644541296116244,0.07430219029472518,1,0,-0.07430219029472518,1
ENSG00000177000,MTHFR,0.07076095268788866,-0.9312359932467049,0.22138316556305696,0.1313624847312861,0.9312359932467049,0.22138316556305696
ENSG00000011021,CLCN6,0.04753824620730744,-1.229374200036414,0.12183893681099114,0.10790489817212785,1.229374200036414,0.12183893681104656
ENSG00000120937,NPPB,0.0008196249346087489,-2.095622811147586,1,0,2.095622811147586,1
ENSG00000285646,AL021155.5,0.002458874803826247,-0.7736947162602243,1,0,0.7736947162602243,1
ENSG00000116685,KIAA2013,0.12922753135664608,-0.06486055737690011,1,0.1313624847312861,0.06486055737690011,1
ENSG00000083444,PLOD1,0.14480040511421233,-1.5349078566731078,0.005290264666873775,0.41754504075301646,1.5349078566731078,0.005290264666873775
ENSG00000116688,MFN2,0.06775566126098992,-0.8360605972205981,0.34098898607340233,0.11728793279579114,0.8360605972205981,0.34098898607340233
ENSG00000116691,MIIP,0.0825089100839474,0.44711145418427245,0.9406940300935226,0.056298207741979744,-0.44711145418427245,0.9406940300935226
ENSG00000028137,TNFRSF1B,0.034970663876639954,0.33064194355451093,1,0.02345758655915823,-0.33064194355451093,1
ENSG00000048707,VPS13D,0.05573449555339493,-1.3230333072506588,0.062007599500414,0.1360540020431177,1.3230333072506588,0.062007599500414
ENSG00000162496,DHRS3,0.6483233232755204,-0.07234315038569727,1,0.6802700102155886,0.07234315038569727,1
ENSG00000272482,AC254633.1,0.007103416099942491,-0.34073530898411875,1,0.004691517311831646,0.34073530898411875,1
ENSG00000204518,AADACL4,0.00027320831153624964,-4.095622811147586,0.3573404941020965,0.004691517311831646,4.095622811147586,0.3573404941020965
ENSG00000162493,PDPN,0.3999769680890695,0.08121213527739868,1,0.37532138494653167,-0.08121213527739868,1
ENSG00000116731,PRDM2,0.10791728305681861,-0.7141937045115627,0.3541663345034024,0.17358614053777088,0.7141937045115627,0.3541663345034024
ENSG00000189337,KAZN,0.027594039465161216,-0.23055239123369464,1,0.028149103870989872,0.23055239123369464,1
ENSG00000287756,AL031293.1,0,-5.680585311868742,0.09082966420914279,0.009383034623663291,5.680585311868742,0.09082966420914279
ENSG00000175147,TMEM51-AS1,0.005737374542261243,-1.9581192873976523,0.2440500184085805,0.018766069247326583,1.9581192873976523,0.2440500184085805
ENSG00000171729,TMEM51,0.17703898587548977,0.20205773749309808,1,0.15012855397861266,-0.20205773749309808,1
ENSG00000142634,EFHD2,0.19124581807537475,0.8340858668060234,0.4715380997419569,0.1032133808602962,-0.8340858668060234,0.4715380997419569
ENSG00000132906,CASP9,0.009562290903768738,-0.5106603104264309,1,0.009383034623663291,0.5106603104264309,1
ENSG00000116138,DNAJC16,0.05409524568417743,-1.5882812075489046,0.023252219341553512,0.15951158860227596,1.5882812075489046,0.023252219341553512
ENSG00000116771,AGMAT,0.007376624411478741,-2.095622811147586,0.18889021784774307,0.028149103870989872,2.095622811147586,0.18889021784774307
ENSG00000237301,AL121992.1,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000197312,DDI2,0.02458874803826247,-1.1727906716700467,0.31224605214028345,0.0516066904301481,1.1727906716700467,0.31224605214028345
ENSG00000271742,AL121992.2,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000116786,PLEKHM2,0.11174219941832611,-0.5454257285871074,0.49959942744315644,0.15951158860227596,0.5454257285871074,0.49959942744315644
ENSG00000162461,SLC25A34,0.0008196249346087489,-3.680585311868742,0.2440500184085805,0.009383034623663291,3.680585311868742,0.2440500184085805
ENSG00000224459,SLC25A34-AS1,0.002185666492289997,-0.9256978097052739,1,0,0.9256978097052739,1
ENSG00000162458,FBLIM1,0.46636658779237816,-0.37989836455555104,0.597873412896673,0.6052057332262822,0.37989836455555104,0.597873412896673
ENSG00000233954,UQCRHL,0.006283791165333742,-1.510660310426431,0.5060137908367109,0.014074551935494936,1.510660310426431,0.5060137908367109
ENSG00000179743,AL450998.2,0.014206832199884983,0.0473351426944566,1,0.009383034623663291,-0.0473351426944566,1
ENSG00000065526,SPEN,0.09562290903768737,-0.9978475954611099,0.1416931811726281,0.18766069247326583,0.9978475954611099,0.1416931811726281
ENSG00000116809,ZBTB17,0.043440121534263694,-1.5285822184236926,0.04670026816840965,0.12197945010762279,1.5285822184236926,0.04670026816840965
ENSG00000173641,HSPB7,0.034970663876639954,0.915604444275667,0.6096139548369715,0.014074551935494936,-0.915604444275667,0.6096139548369715
ENSG00000184908,CLCNKB,0.0010928332461449986,-1.7736947162602243,1,0,1.7736947162602243,1
ENSG00000185519,FAM131C,0.003824916361507495,-1.1887322155390683,0.9405276018054759,0.004691517311831646,1.1887322155390683,0.9405276018054759
ENSG00000142627,EPHA2,0.022676289857508723,-0.7033053883688263,0.6676439424093966,0.03284062118282152,0.7033053883688263,0.6676439424093966
ENSG00000227959,AL451042.2,0.0005464166230724993,-2.51066031042643,1,0,2.51066031042643,1
ENSG00000142632,ARHGEF19,0.021310248299827472,0.62319543630836,0.8889492298563225,0.009383034623663291,-0.62319543630836,0.8889492298563225
ENSG00000288398,AL109627.1,0.006283791165333742,-1.510660310426431,0.4798780091827688,0.014074551935494936,1.510660310426431,0.4798780091827688
ENSG00000132881,CPLANE2,0.01502645713449373,0.7117321109100176,0.7971278475741551,0.004691517311831646,-0.7117321109100176,0.7971278475741551
ENSG00000037637,FBXO42,0.04835787114191619,-1.5740856905680647,0.030970616735457313,0.14074551935494936,1.5740856905680647,0.030970616735457313
ENSG00000055070,SZRD1,0.32402505748199206,0.9881983915493535,0.3414675023272658,0.15951158860227596,-0.9881983915493535,0.3414675023272658
ENSG00000187144,SPATA21,0.00027320831153624964,-3.095622811147586,1,0,3.095622811147586,1
ENSG00000157191,NECAP2,0.19069940145230227,0.10559832078426368,1,0.17358614053777088,-0.10559832078426368,1
ENSG00000226029,LINC01772,0.002458874803826247,-3.095622811147587,0.10528605887542072,0.018766069247326583,3.095622811147587,0.10528605887542072
