Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000178821,TMEM52,0.0008393988998382744,-1.0912530926315789,0.8239656839831039,0.0023999884934795073,1.4839119170539306,0.7878590020473576,0,2.6487142366922107,1,0,2.1276641488763977,1
ENSG00000067606,PRKCZ,0.007974289548463607,0.060750000813471594,1,0.007999961644931691,0.13598861363362236,1,0.010067541522114396,1.326786141804849,1,0,-0.24156966078932207,1
ENSG00000182873,PRKCZ-AS1,0.00461669394911051,0.5868188124810603,0.8778940792848287,0.0023999884934795073,-0.631565300366006,0.8758864621353455,0,1.2336767374133677,1,0.007073691449512065,1.8057360539890341,0.827873617353258
ENSG00000162585,FAAP20,0.9166235986233957,0.31785416063203353,0.552348333007867,0.7863962296967852,-0.15477415953178736,0.9171737193744568,0.533579700672063,-0.6678606237009442,1,0.4244214869707239,-1.0099289582223752,0.490048312095138
ENSG00000234396,AL590822.1,0.0004196994499191372,0.32378440664726504,1,0,0.06887441777508663,1,0,4.233676737413367,1,0,3.7126266495975537,1
ENSG00000157933,SKI,0.0868777861332614,0.36601264203656303,0.6644702451665286,0.058399720008001345,-0.5981891631609639,0.30916214106416295,0.06040524913268638,-0.19737307985410713,1,0.14854752043975336,1.0071513415591626,0.28446480536682767
ENSG00000287356,AL590822.3,0.0012590983497574118,-0.26117809407389103,1,0.0007999961644931691,-0.2530536771122751,1,0.010067541522114396,3.911748642526005,0.9736103570441018,0,2.1276641488763977,1
ENSG00000116151,MORN1,0.009653087348140157,-0.1787159338819171,1,0.011199946302904367,0.2753252952425118,0.9880696946596663,0,-0.08825135747399493,1,0.01414738289902413,1.0496616368751237,0.8149044272167605
ENSG00000272420,AL513477.2,0.0012590983497574118,1.323784406647265,0.8028648886639748,0,-0.9311255822249134,0.9416349625503899,0,3.233676737413367,1,0,2.7126266495975537,1
ENSG00000157916,RER1,0.786097069698544,-0.6922924887520017,0.013022972956767182,1.295993786478934,0.662764515307215,0.03273729903138522,1.0369567767777828,0.09451897253328556,1,1.209601237866563,0.32631296016427147,0.7266269250811145
ENSG00000157911,PEX10,0.08939598283277624,-0.11465769696652206,0.9783462620212172,0.10559949371309832,0.30397789086108773,0.7240941894849123,0.07047279065480078,-0.2216504828911927,1,0.035368457247560325,-1.1659352229524713,0.5261530240702099
ENSG00000157881,PANK4,0.009653087348140157,-0.614815048688591,0.7329234949088526,0.012799938631890705,0.24944666341690702,1,0.020135083044228792,1.3592076194972265,1,0.02829476579804826,1.6422373217061548,0.3707625076083759
ENSG00000272449,AL139246.5,0.0025181966995148236,-0.6762155933527332,0.914872641827305,0.0031999846579726762,0.2208775112201362,1,0.010067541522114396,2.6487142366922107,1,0.007073691449512065,2.1276641488763977,0.6450383560626584
ENSG00000238164,TNFRSF14-AS1,0.005036393399029647,0.7022960299009959,0.8239656839831039,0.0023999884934795073,-0.738480504282518,0.7671138626307004,0,1.1462138961630277,1,0.007073691449512065,1.7126266495975528,0.8514343504810727
ENSG00000157873,TNFRSF14,0.2921108171437195,0.5839239096074047,0.117642645715221,0.1967990564653196,-0.5160880829460706,0.2563611609501212,0.26175607957497427,0.08017161880308543,1,0.12732644609121715,-0.9597986923739426,0.5790518362386496
ENSG00000157870,PRXL2B,0.04658663894102423,0.0018563117599033063,1,0.050399758363069654,0.18623136841324417,0.9416349625503899,0.03020262456634319,-0.24205669355303083,1,0.021221074348536196,-0.7631067813688448,0.8500734994943627
ENSG00000142606,MMEL1,0.0004196994499191372,-0.676215593352735,1,0.0007999961644931691,1.0688744177750866,0.9383465407735475,0,3.6487142366922107,1,0,3.1276641488763977,1
ENSG00000215912,TTC34,0.002098497249595686,0.9087469073684211,0.8565573812488133,0.0007999961644931691,-0.5160880829460694,1,0,2.426321815355763,1,0,1.9052717275399482,1
ENSG00000177133,PRDM16-DT,0.0004196994499191372,-0.676215593352735,1,0.0007999961644931691,1.0688744177750866,0.9383465407735475,0,3.6487142366922107,1,0,3.1276641488763977,1
ENSG00000287828,AL354743.2,0.0004196994499191372,-0.676215593352735,1,0.0007999961644931691,1.0688744177750866,0.9383465407735475,0,3.6487142366922107,1,0,3.1276641488763977,1
ENSG00000130762,ARHGEF16,0.0004196994499191372,0.32378440664726504,1,0,0.06887441777508663,1,0,4.233676737413367,1,0,3.7126266495975537,1
ENSG00000162591,MEGF6,0.015948579096927214,0.08562466945250069,1,0.00959995397391803,-0.84539570819903,0.5139709400440294,0.03020262456634319,1.375695742285795,1,0.04951584014658445,1.9577391474340846,0.15111489278909335
ENSG00000238260,AL513320.1,0.0004196994499191372,-1.676215593352735,0.6255589231410519,0.0023999884934795073,2.0688744177750866,0.49592760860362994,0,2.911748642526005,1,0,2.39069855471019,1
ENSG00000158109,TPRG1L,0.13094622837477082,0.40434988795093396,0.4972666370288167,0.10559949371309832,-0.23339515134180822,0.8341313083006807,0.05033770761057198,-1.0110834969515352,1,0.07073691449512065,-0.6417229229821868,0.9145804786012496
ENSG00000116213,WRAP73,0.03903204884247976,-0.6762155933527345,0.20310397721171392,0.05919971617249451,0.4775141458557792,0.5084223414595583,0.06040524913268638,0.5411857723877662,1,0.09195798884365684,1.077038075806429,0.2983175551495639
ENSG00000162592,CCDC27,0.0004196994499191372,-0.676215593352735,1,0.0007999961644931691,1.0688744177750866,0.9383465407735475,0,3.6487142366922107,1,0,3.1276641488763977,1
ENSG00000235169,SMIM1,0.0868777861332614,0.3948675047087482,0.5939087269151103,0.07439964329786472,-0.11124635077311495,1,0.03020262456634319,-1.0094972460595835,1,0.01414738289902413,-1.9503383631248763,0.22871045445371255
ENSG00000130764,LRRC47,0.04700633839094337,-0.7629272265460654,0.08638905191875733,0.07999961644931691,0.6826917811684274,0.18995286079227905,0.06040524913268638,0.22085269705578403,1,0.09195798884365684,0.7451945120539833,0.5410795186015069
ENSG00000272153,AL365330.1,0.0004196994499191372,0.32378440664726504,1,0,0.06887441777508663,1,0,4.233676737413367,1,0,3.7126266495975537,1
ENSG00000116198,CEP104,0.10324606468010776,0.09224254821700884,1,0.08959957042323494,-0.23506793163891393,0.8392884963373075,0.08054033217691517,-0.1775988430692772,1,0.16976859478828957,0.8368465865290649,0.36691367249538037
ENSG00000169598,DFFB,0.012590983497574117,0.37109012142562214,0.914872641827305,0.007999961644931691,-0.6009769805325833,0.8000127168711076,0.010067541522114396,0.7742451187760704,1,0.021221074348536196,1.3203092268187921,0.5820087795656187
ENSG00000198912,C1orf174,0.11289915202824792,-0.0506111081342322,1,0.11759943618049586,0.06400866260326987,1,0.09060787369902956,-0.2092667584353607,1,0.12732644609121715,0.2258445428153002,1
ENSG00000236423,LINC01134,0.0025181966995148236,0.5461768279837145,1,0.0015999923289863381,-0.15351800356136103,1,0,2.0637517359710547,1,0,1.5427016481552398,1
ENSG00000131697,NPHP4,0.006295491748787059,-0.13564721199003227,1,0.0055999731514521835,-0.17905309566850036,1,0,0.5332370192722751,1,0.021221074348536196,2.18906469354054,0.2914607274799932
ENSG00000069424,KCNAB2,0.017207677446684628,0.19253987336901268,0.9810450307350536,0.013599934796383875,-0.31578943246023883,0.9152585251415478,0.010067541522114396,0.2563968139134509,1,0.02829476579804826,1.1276641488763968,0.5538230511811761
ENSG00000116251,RPL22,9.041165550158054,0.34830098566487333,0.4429988498042091,7.820762504085221,-0.12432390442798802,0.9416349625503899,5.033770761057198,-0.7467536251206321,1,2.214065423697276,-1.950353476763454,0.06776696649296338
ENSG00000226944,AL031847.1,0.002098497249595686,0.32378440664726504,1,0.0015999923289863381,0.06887441777508663,1,0,2.233676737413367,1,0,1.7126266495975537,1
ENSG00000158286,RNF207,0.0541412290395687,-0.3403483075074978,0.7046201577367063,0.0543997391855355,-0.18015313006482891,0.9416349625503899,0.08054033217691517,0.5962468167980757,1,0.1839159776873137,1.781013624577803,0.01584477135382927
ENSG00000116237,ICMT,0.1939011458626414,0.08589564898764968,1,0.18559911016241523,-0.04135402737616101,1,0.13087803978748713,-0.45482336741619944,1,0.19098966913682575,0.052376021572159814,1
ENSG00000225077,LINC00337,0.0012590983497574118,-0.676215593352735,0.9944245080610222,0.0023999884934795073,1.0688744177750866,0.8443790111814697,0,2.426321815355763,1,0,1.9052717275399482,1
ENSG00000158292,GPR153,0.026441065344905645,1.153859405204953,0.10292263733449569,0.00959995397391803,-1.3392103208619908,0.08998616816134836,0.040270166088457585,1.2888182916058284,1,0.007073691449512065,-0.6093014452898098,1
ENSG00000097021,ACOT7,0.18424805851450124,-0.7054275145692217,0.025133578555750376,0.2895986115465272,0.5337811664785344,0.18080186066423035,0.3221613287076607,0.5366038703706739,1,0.3819793382736515,0.7900827896775491,0.30871381310464174
ENSG00000271746,AL031848.2,0.002098497249595686,-0.4131811875189406,1,0.0015999923289863381,-0.3461630815037573,1,0.010067541522114396,3.0637517359710547,1,0.007073691449512065,2.54270164815524,0.6326391545872373
ENSG00000069812,HES2,0,-1.676215593352735,0.8239656839831039,0.0007999961644931691,2.0688744177750866,0.7671138626307004,0,4.233676737413367,1,0,3.7126266495975537,1
ENSG00000187017,ESPN,0.0004196994499191372,-0.676215593352735,1,0.0007999961644931691,1.0688744177750866,0.9383465407735475,0,3.6487142366922107,1,0,3.1276641488763977,1
ENSG00000215788,TNFRSF25,0.005456092848948784,0.5461768279837136,0.9306610834678194,0.0015999923289863381,-1.4336259227540973,0.5693724308853044,0.010067541522114396,2.0637517359710547,1,0.01414738289902413,2.21012630906837,0.4608079184833213
ENSG00000171680,PLEKHG5,0.010912185697897567,0.07867190881073416,1,0.011199946302904367,0.16841009132599982,1,0,-0.158640685365393,1,0.007073691449512065,0.35507464497946906,1
ENSG00000162408,NOL9,0.06001702133843662,-0.12100043602562982,0.9929350269078225,0.05759972384350817,-0.14218045962708104,1,0.06040524913268638,0.16451471290597164,1,0.13440013754072924,1.2401388781348093,0.15218661894960894
ENSG00000204859,ZBTB48,0.01510918019708894,-0.6762155933527341,0.4696865018507366,0.022399892605808734,0.4350023165729837,0.7671138626307004,0.020135083044228792,0.6688921186298415,1,0.04244214869707239,1.4538923811973854,0.2916825965768987
ENSG00000162413,KLHL21,0.12465073662598376,0.10000943126069917,1,0.08959957042323494,-0.5987866536327777,0.2458001316349997,0.17114820587594473,0.5770532515647648,1,0.31124242377853084,1.4663874863067374,0.03661625121063941
ENSG00000116273,PHF13,0.04574724004118596,0.32378440664726593,0.8239656839831039,0.03599982740219261,-0.3023813894758449,0.8443790111814697,0.05033770761057198,0.505756282850168,1,0.02829476579804826,-0.28737335040244716,1
ENSG00000041988,THAP3,0.0776443982350404,0.08158350423063743,1,0.07839962412033057,0.0761792183983192,1,0.03020262456634319,-0.9561478214666499,1,0.05658953159609652,-0.2823552756358221,1
ENSG00000007923,DNAJC11,0.02308346974555255,-0.775751266903649,0.20494692416546842,0.03919981206016528,0.6683364881913576,0.3360026958372771,0.020135083044228792,-0.0015397242806640676,1,0.05658953159609652,1.141084664638719,0.41305401353806626
ENSG00000171735,CAMTA1,0.5972323172349323,0.23918500340122217,0.7765059198187385,0.563197299803191,0.004833055966172117,1,0.2818911626192031,-0.9784632119358829,1,0.15562121188926542,-1.8379528570979393,0.11382948568020003
ENSG00000237402,CAMTA1-IT1,0,-1.676215593352735,0.8239656839831039,0.0007999961644931691,2.0688744177750866,0.7671138626307004,0,4.233676737413367,1,0,3.7126266495975537,1
ENSG00000049245,VAMP3,0.5338577002971425,0.17019556046562623,0.8644490489529395,0.5031975874662034,-0.031729523163319784,1,0.432904285450919,-0.2264998825525889,1,0.24757920073292228,-1.0430027888336888,0.4806450794707225
ENSG00000269925,Z98884.2,0.0012590983497574118,0.32378440664726504,1,0.0007999961644931691,0.06887441777508663,1,0,2.911748642526005,1,0,2.39069855471019,1
ENSG00000049246,PER3,0.0180470763465229,0.02832852312109413,1,0.015199927125370213,-0.2816228293090477,0.9574329531484299,0.020135083044228792,0.7311763968841838,1,0.035368457247560325,1.2752213372902546,0.42707463855615424
ENSG00000116288,PARK7,1.86808225159008,-0.5307507839001167,0.09104663469464627,2.8935861269717926,0.6434073932790413,0.03587748320935278,1.7618197663700192,-0.3259610732804461,1,1.6410964162867991,-0.4323159952874228,1
ENSG00000284747,AL034417.4,0,-2.676215593352735,0.36729494552415204,0.0015999923289863381,1.6538369184962427,0.7412230282216276,0,3.233676737413367,1,0.007073691449512065,4.127664148876398,0.36691367249538037
ENSG00000284716,AL034417.3,0.0016787977996765488,0.6457125015346286,0.9836930574914191,0,-1.5160880829460694,0.6636593473818126,0,2.6487142366922107,1,0.007073691449512065,3.39069855471019,0.4797974302386687
ENSG00000116285,ERRFI1,0.08603838723342314,0.06777042849124415,1,0.08319960110728958,-0.02423498661639556,1,0.05033770761057198,-0.5167511165594014,1,0.09195798884365684,0.2207735532678785,1
ENSG00000162426,SLC45A1,0.010072786798059294,-0.7327991217191014,0.5246851764656856,0.014399930960877043,0.31680193121867184,0.9565060101742984,0.020135083044228792,1.2336767374133668,1,0.035368457247560325,1.8057360539890341,0.23320233992361317
ENSG00000142599,RERE,0.2593742600500268,0.005122968593449961,1,0.24079884551244388,-0.15010172197237037,0.9396526534606411,0.3221613287076607,0.35325835316604004,1,0.3678319553746274,0.5457293408528088,0.5287282716645401
ENSG00000232912,RERE-AS1,0.0012590983497574118,0.32378440664726504,1,0.0007999961644931691,0.06887441777508663,1,0,2.911748642526005,1,0,2.39069855471019,1
ENSG00000074800,ENO1,1.5042028285101878,-1.495079842121838,0.000000000011333682893480115,4.346379161691387,1.3490013009580795,0.0000000044593288810600945,2.7786414601035734,0.11379922670285403,1,4.343246550000408,0.7949853203134307,0.2269174447092551
ENSG00000230679,ENO1-AS1,0.0012590983497574118,-0.676215593352735,0.9944245080610222,0.0015999923289863381,0.33190882360888097,1,0,2.426321815355763,1,0.007073691449512065,3.1276641488763977,0.5269848251588397
