Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000187608,ISG15,0.7018727024042102,0.044788737421517455,1,0.873220079158985,0.3295426335445879,1,0.5458093211002499,-0.3643534092396571,1
ENSG00000188157,AGRN,0.06177582920964365,-1.3764954338679813,0.020751211282581263,0.10915250989487313,0.8144293294979232,1,0.19103326238508747,1.6341741638979634,0.02614958482062256
ENSG00000131591,C1orf159,0.0237175058572739,-0.42540503434892774,0.9671072078840356,0.0297688663349654,0.7046657632723807,1,0.027290466055012494,0.4889112166899201,1
ENSG00000186891,TNFRSF18,0.001930494662801364,-2.4533110309188118,0.36302750007877305,0,1.8905323085837153,1,0.013645233027506247,3.243798718853389,0.22651311149653752
ENSG00000186827,TNFRSF4,0.00441255922926026,0.21911431105268342,0.9895485252585255,0,1.124997562220737,1,0,0.5713733768818923,1
ENSG00000078808,SDF4,0.6969085732712924,-0.2011924025642019,0.8238938388530352,0.6946068811491927,-0.012831908371165768,1,0.8732949137603998,0.32687775810760566,0.7255908792154099
ENSG00000176022,B3GALT6,0.08880275448886274,0.2971168230539565,1,0.049614777224942334,-0.5905943811529015,1,0.08187139816503748,0.0017239316552410955,1
ENSG00000184163,C1QTNF12,0.00744619369937669,-1.8683485301976557,0.14601408429098023,0.009922955444988467,1.1680662841126237,1,0.03411308256876562,2.3858177237258174,0.10423109409575904
ENSG00000160087,UBE2J2,0.32101368392868396,0.14784070790167414,1,0.3572263960195848,0.19309507860414588,1,0.23879157798135933,-0.40125921613108906,1
ENSG00000230415,LINC01786,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000162572,SCNN1D,0.00220627961463013,-2.6984235287553435,0.26350537749907044,0.009922955444988467,2.753028784833779,1,0.013645233027506247,2.9218706239660275,0.34535428809349894
ENSG00000131584,ACAP3,0.0744619369937669,-1.4586248308152805,0.012494071608628171,0.16869024256480392,1.134457891469804,0.8416061013652456,0.22514634495385308,1.5763740579402596,0.030773843314821765
ENSG00000169972,PUSL1,0.12630950793757495,0.6520737183287895,0.6011714791971946,0.09922955444988467,-0.19847269747503038,1,0.061403548623778115,-0.8926797994957818,0.6549748113156251
ENSG00000127054,INTS11,0.12934314240769137,-0.746719085796125,0.25402374393064914,0.19845910889976934,0.6303632364443104,1,0.22514634495385308,0.8096611203800017,0.34676303203627484
ENSG00000224051,CPTP,0.06922202290902034,0.5239688925811041,0.7802635295246823,0.03969182177995387,-0.4824197893281146,1,0.04775831559627187,-0.34116378186776775,1
ENSG00000107404,DVL1,0.03723096849688345,-0.9508106903896287,0.25534443103505705,0.019845910889976934,-0.4409818351328463,1,0.10233924770629685,1.5503117613540636,0.08112750193350574
ENSG00000162576,MXRA8,0.7360700364309772,-0.6853968484591042,0.2065014818651939,1.1113710098387082,0.555387041948312,1,1.2348935889893153,0.7247241537886897,0.29734540030608214
ENSG00000175756,AURKAIP1,1.7195191746523577,0.6400245995396017,0.5152764953199772,1.1014480543937197,-0.6235899515869925,1,1.105263875228006,-0.6242947549194696,0.8387591941559541
ENSG00000221978,CCNL2,0.17043510023017755,-1.594552930983392,0.0007693492959684929,0.41676412868951557,1.1792935395358777,0.6757632900452127,0.5799224036690155,1.7165945113266385,0.004840968594602397
ENSG00000224870,MRPL20-AS1,0.06563681853524637,0.03251827778309213,1,0.049614777224942334,-0.16257902787584788,1,0.06822616513753124,0.18753049920664377,1
ENSG00000242485,MRPL20,0.9748998047146887,0.4277009328641007,0.7952690033831787,0.8335282573790311,-0.20429987519142817,1,0.6481485688065467,-0.5779752631171788,0.8954399254595757
ENSG00000272455,AL391244.2,0.001103139807315065,-1.546420435310294,1,0,2.8905323085837153,1,0,2.3369081232448705,1
ENSG00000235098,ANKRD65,0.0035852043737739617,-1.060993608140052,0.829381102255215,0.009922955444988467,2.4051054814134734,1,0,0.7519456225237136,1
ENSG00000179403,VWA1,0.007170408747547923,0.8865389719658126,0.7861804261433439,0,0.45757290130760797,1,0,-0.09605128403123597,1
ENSG00000215915,ATAD3C,0.001930494662801364,-0.8683485301976557,1,0,2.212460403471077,1,0,1.6588362181322323,1
ENSG00000160072,ATAD3B,0.04412559229260261,-0.3447865741406435,0.906303854007385,0.009922955444988467,-1.2221678241656475,1,0.08187139816503748,1.0194259333886997,0.38454573074438847
ENSG00000197785,ATAD3A,0.07556507680108196,-0.5199482239491027,0.5625867358459582,0.07938364355990774,0.1876285504911417,1,0.12280709724755623,0.7621054887439356,0.46309694482473907
ENSG00000205090,TMEM240,0.020683871387157472,0.7946164825247735,0.7593632106029253,0,-1.0729418153911716,1,0.013645233027506247,-0.004128794590195994,1
ENSG00000160075,SSU72,1.1875300025746676,0.9657143387191234,0.24155336614513506,0.6152232375892849,-0.9119071230597726,1,0.6003902532102748,-0.9585177413455872,0.5101844096214021
ENSG00000215014,AL645728.1,0.006343053892061625,-1.2833860294764996,0.546523538871763,0.009922955444988467,1.5120206853299845,1,0.013645233027506247,1.5999425290786649,0.6198059643514444
ENSG00000228594,FNDC10,0.019580731579842404,1.3015764712446556,0.48879279772190787,0.009922955444988467,0.042535402028764935,1,0,-1.5309883407477853,0.6087112328389841
ENSG00000286989,AL691432.4,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000272106,AL691432.2,0.01268610778412325,-0.6356877734073816,0.8459043665256807,0.0297688663349654,1.627497902749921,1,0.0068226165137531235,0.01498002835750789,1
ENSG00000197530,MIB2,0.0981794428510408,-0.4329623855270097,0.6380828757611919,0.09922955444988467,0.1058379839372825,1,0.1500975633025687,0.662761921346033,0.5005092548326056
ENSG00000189409,MMP23B,0.09431845352543806,1.2317881410877933,0.25061841677146157,0.03969182177995387,-0.9085549974902887,1,0.03411308256876562,-1.1949931337248718,0.48446822625937835
ENSG00000248333,CDK11B,0.07584086175291073,-1.4602637915605796,0.016562598943611204,0.24807388612471165,1.6744953822870903,0.46939825893968795,0.17738802935758122,1.1801040435359993,0.17653546405767614
ENSG00000272004,FO704657.1,0.0008273548554862989,-1.8683485301976557,1,0,3.212460403471077,1,0,2.6588362181322323,1
ENSG00000189339,SLC35E2B,0.071979872427308,-0.7891218390470813,0.3033674437724732,0.10915250989487313,0.662996583971307,1,0.12962971376130936,0.8880071720997424,0.3623580538553205
ENSG00000008128,CDK11A,0.08797539963337644,-1.4533110309188122,0.01086994295497396,0.2381509306797232,1.3846413788537575,0.6757632900452127,0.23879157798135933,1.402496464872447,0.06356943961771733
ENSG00000215790,SLC35E2A,0.027854280134705395,-1.1028137838346792,0.27838066900275654,0.0595377326699308,1.2384556120040213,0.9710226433718809,0.05458093211002499,1.073873717411077,0.479584733418396
ENSG00000008130,NADK,0.09349109866995177,-0.043920094781110475,1,0.049614777224942334,-0.6863928730720232,1,0.12280709724755623,0.4763111799102866,0.7061698040212108
ENSG00000078369,GNB1,0.5352985914996353,0.5792455242551384,0.6056966950483061,0.1786131980097924,-1.5140266728908642,0.9364873113695223,0.47758315596271866,-0.12805460136565572,1
ENSG00000231050,AL109917.1,0.0016547097109725977,-1.060993608140052,1,0,2.4051054814134734,1,0,1.8514812960746285,1
ENSG00000169885,CALML6,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000178821,TMEM52,0.0013789247591438315,-1.2833860294764996,1,0,2.627497902749921,1,0,2.073873717411076,1
ENSG00000067606,PRKCZ,0.007721978651205456,-0.5953300357912399,1,0.009922955444988467,1.3055698078625584,1,0.0068226165137531235,0.7519456225237136,1
ENSG00000182873,PRKCZ-AS1,0.003860989325602728,-0.9614579345891379,0.9761609574459715,0,1.212460403471077,1,0.0068226165137531235,1.7519456225237136,0.8387591941559541
ENSG00000162585,FAAP20,0.8712046628270727,0.8266229753039227,0.3470222061783275,0.5358395940293772,-0.6621577454912053,1,0.45711530642145926,-0.9038551542925218,0.5600048182726929
ENSG00000234396,AL590822.1,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000157933,SKI,0.0769440015602258,-0.5970465083802621,0.4574712833916123,0.0595377326699308,-0.21858941379639774,1,0.1500975633025687,1.0225268374108563,0.2590493449571879
ENSG00000287356,AL590822.3,0.001103139807315065,-2.546420435310294,0.6056966950483061,0.009922955444988467,3.8905323085837153,0.9515725585554055,0,2.073873717411076,1
ENSG00000116151,MORN1,0.010204043217664353,-0.20538351747522654,1,0,-0.10946769141628554,1,0.013645233027506247,0.995871205409804,0.8350836268115586
ENSG00000272420,AL513477.2,0.0008273548554862989,-1.8683485301976557,1,0,3.212460403471077,1,0,2.6588362181322323,1
ENSG00000157916,RER1,0.9591800624604491,-0.2838006565927005,0.6789172315598982,1.022064410833812,0.07330263859099491,1,1.269006671558081,0.3991810560339081,0.6299691201462926
ENSG00000157911,PEX10,0.0948700234290956,0.7547490994102715,0.5502822119994007,0.06946068811491926,-0.24286681683348377,1,0.04093569908251874,-0.9932404784474604,0.642963877101368
ENSG00000157881,PANK4,0.010755613121321886,-1.3537753573678977,0.3230178651988744,0.019845910889976934,1.3379912855549358,1,0.027290466055012494,1.5884468902408342,0.38864294375398284
ENSG00000272449,AL139246.5,0.002757849518287663,-1.9938794122815153,0.4916739058860638,0.009922955444988467,2.627497902749921,1,0.0068226165137531235,2.073873717411076,0.6575078909516135
ENSG00000238164,TNFRSF14-AS1,0.003860989325602728,-1.546420435310294,0.6002154347844548,0,1.124997562220737,1,0.013645233027506247,2.3369081232448705,0.4099214605193187
ENSG00000157873,TNFRSF14,0.25978942462269783,0.5209123341477655,0.6980359154192874,0.25799684156970015,0.05895528486079571,1,0.12280709724755623,-1.013589123839263,0.5104643004222158
ENSG00000157870,PRXL2B,0.047986581618205335,0.7755076595770687,0.6221189849186809,0.0297688663349654,-0.26327302749532056,1,0.02046784954125937,-0.8168972128341654,0.8545829483902522
ENSG00000142606,MMEL1,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000215912,TTC34,0.0016547097109725977,-1.060993608140052,1,0,2.4051054814134734,1,0,1.8514812960746285,1
ENSG00000177133,PRDM16-DT,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000287828,AL354743.2,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000130762,ARHGEF16,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000162591,MEGF6,0.013789247591438314,-1.6553548068634578,0.12320123661559106,0.0297688663349654,1.3544794083435052,1,0.04775831559627187,1.903948715968764,0.16309199799803836
ENSG00000238260,AL513320.1,0.001103139807315065,-1.546420435310294,1,0,2.8905323085837153,1,0,2.3369081232448705,1
ENSG00000158109,TPRG1L,0.12189694870831469,0.7528893569150501,0.5207245377322135,0.049614777224942334,-1.0322998308938254,1,0.08187139816503748,-0.4480789857842793,1
ENSG00000116213,WRAP73,0.045780302003575205,-0.876961660502364,0.2809202806049897,0.06946068811491926,0.7206073071414023,1,0.08869401467879061,1.023247644341108,0.3745457242585385
ENSG00000162592,CCDC27,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000235169,SMIM1,0.08273548554862989,1.7803086458408899,0.09177162364494726,0.03969182177995387,-0.7040162409666393,1,0.0068226165137531235,-2.5938292143180166,0.0933828256276163
ENSG00000130764,LRRC47,0.05819062483586968,-0.5327454984132172,0.5805935415461368,0.0595377326699308,0.19963636311349342,1,0.09551663119254374,0.7975424889638245,0.49110944529777073
ENSG00000272153,AL365330.1,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000116198,CEP104,0.09873101275469832,-0.4249026157330582,0.6356263488245593,0.0893065990048962,-0.043040329677308975,1,0.15692017981632184,0.7202367627963762,0.45741766333705514
ENSG00000169598,DFFB,0.011031398073150652,-0.8327246204669354,0.7642164169195784,0.009922955444988467,0.7530287848337798,1,0.02046784954125937,1.2665187953534716,0.6010511307466365
ENSG00000198912,C1orf174,0.11417497005710923,-0.07827159957188767,1,0.09922955444988467,-0.08965921033610513,1,0.12962971376130936,0.24944528199453053,0.9612288997225266
ENSG00000236423,LINC01134,0.00220627961463013,-0.6984235287553435,1,0,2.042535402028765,1,0,1.48891121668992,1
ENSG00000131697,NPHP4,0.006067268940232858,-1.3447865741406435,0.5271649565070826,0,0.5120206853299845,1,0.02046784954125937,2.135274262075219,0.30381780898728233
ENSG00000069424,KCNAB2,0.015995527206068443,-0.5706679815569711,0.842390387733111,0.009922955444988467,0.23518047997116032,1,0.027290466055012494,1.0738737174110762,0.7338334431190676
ENSG00000116251,RPL22,8.632068992240384,1.3651328801256275,0.055850215728599266,4.961477722494233,-0.7679699590629223,1,2.258286066052284,-1.9229088626351893,0.06315932568573217
ENSG00000226944,AL031847.1,0.001930494662801364,-0.8683485301976557,1,0,2.212460403471077,1,0,1.6588362181322323,1
ENSG00000158286,RNF207,0.054329635510266955,-1.3682749270630126,0.02617926751614127,0.07938364355990774,0.575030482855786,1,0.17738802935758122,1.7272231931124828,0.018615627059719066
ENSG00000116237,ICMT,0.19111897161733502,0.17812589960184422,1,0.12899842078485008,-0.4760397013584896,1,0.19103326238508747,0.05125080845040575,1
ENSG00000225077,LINC00337,0.0016547097109725977,-1.060993608140052,1,0,2.4051054814134734,1,0,1.8514812960746285,1
ENSG00000158292,GPR153,0.020683871387157472,-0.20538351747522654,1,0.03969182177995387,1.2676019576635387,1,0.0068226165137531235,-0.6630918767551304,1
ENSG00000097021,ACOT7,0.21980060660752673,-0.7358982341740068,0.22114403282830808,0.3274575296846194,0.5601426349481562,1,0.38888914128392804,0.8181125464894603,0.2802415451171049
ENSG00000271746,AL031848.2,0.001930494662801364,-2.4533110309188118,0.37611225433144924,0.009922955444988467,3.042535402028765,1,0.0068226165137531235,2.48891121668992,0.6448083435358685
ENSG00000069812,HES2,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000187017,ESPN,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000215788,TNFRSF25,0.004136774277431494,-1.8683485301976566,0.3969485972549018,0.009922955444988467,2.042535402028765,1,0.013645233027506247,2.1563358776030492,0.476089856377241
ENSG00000171680,PLEKHG5,0.011031398073150652,0.4892034744204272,0.9112436989702963,0,-0.1798570193076836,1,0.0068226165137531235,0.30128421351414847,1
ENSG00000162408,NOL9,0.05929376464318475,-0.8139007461752796,0.274645962878565,0.06946068811491926,0.3420956838876723,1,0.12280709724755623,1.1058638316555136,0.2300611665181155
ENSG00000204859,ZBTB48,0.01765023691704104,-1.0159057186115144,0.3944712401343727,0.019845910889976934,0.6476757846875509,1,0.04093569908251874,1.400101949732064,0.3130782618607818
ENSG00000162413,KLHL21,0.1127960452979654,-1.1430647410790855,0.048542645044124616,0.1786131980097924,0.6370206768684277,1,0.2933725100913843,1.376800850368383,0.05273873727817271
ENSG00000116273,PHF13,0.04219509762980124,-0.06099360814005195,1,0.049614777224942334,0.48453994890787744,1,0.03411308256876562,-0.0690842364309665,1
ENSG00000041988,THAP3,0.07777135641571209,0.575869994493134,0.7215986719893969,0.0297688663349654,-0.9773641554089401,1,0.061403548623778115,-0.17910702375879461,1
ENSG00000007923,DNAJC11,0.028681634990191694,-0.6135346311688314,0.6721375961198626,0.019845910889976934,-0.022756058222954678,1,0.05458093211002499,1.087294233173398,0.4302751566024234
ENSG00000171735,CAMTA1,0.5860430226361283,1.4576568967702497,0.05464559899969839,0.27784275245967704,-0.9996795458781734,1,0.16374279633007496,-1.7701101266372503,0.1199416428298806
ENSG00000237402,CAMTA1-IT1,0.00027578495182876625,-2.8683485301976557,1,0,4.212460403471077,1,0,3.6588362181322323,1
ENSG00000049245,VAMP3,0.523991408474656,0.7022661915635336,0.4713526324658494,0.41676412868951557,-0.28162769724190606,1,0.25243681100886556,-1.0173064540095262,0.48942422189050583
ENSG00000269925,Z98884.2,0.001103139807315065,-1.546420435310294,1,0,2.8905323085837153,1,0,2.3369081232448705,1
ENSG00000049246,PER3,0.017098667013383508,-0.8910686066977398,0.6002154347844548,0.019845910889976934,0.7099600629418932,1,0.03411308256876562,1.2214309058249349,0.45331324872537293
ENSG00000116288,PARK7,2.2211720020288834,0.3862211546890898,0.8504313910076904,1.7563631137629585,-0.33052795753270336,1,1.6647184293557622,-0.41155310975916526,1
ENSG00000284747,AL034417.4,0.0005515699036575325,-3.2833860294764996,0.4684347921439655,0,3.212460403471077,1,0.0068226165137531235,4.073873717411076,0.3751357642943081
ENSG00000284716,AL034417.3,0.001103139807315065,-2.546420435310294,0.6056966950483061,0,2.627497902749921,1,0.0068226165137531235,3.3369081232448705,0.49110944529777073
ENSG00000116285,ERRFI1,0.08521755011508877,0.1598483616329962,1,0.049614777224942334,-0.537967450501692,1,0.08869401467879061,0.16698312180255792,1
ENSG00000162426,SLC45A1,0.011307183024979418,-1.645956108861208,0.1359337947923753,0.019845910889976934,1.212460403471077,1,0.04093569908251874,2.0067595215525396,0.1366106361796374
ENSG00000142599,RERE,0.25317058577880747,-0.45069223361071953,0.5043168268490251,0.31753457423963094,0.33204201922374965,1,0.36159867522891553,0.5204221894351377,0.5465081626023512
ENSG00000232912,RERE-AS1,0.001103139807315065,-1.546420435310294,1,0,2.8905323085837153,1,0,2.3369081232448705,1
ENSG00000074800,ENO1,2.4751699426631775,-0.6022248404406219,0.3129329232556158,2.738735702816817,0.09258289276056342,1,4.475636433022049,0.8430362278183721,0.19269893945459718
ENSG00000230679,ENO1-AS1,0.0013789247591438315,-2.2833860294764996,0.660262102724485,0,2.4051054814134734,1,0.0068226165137531235,3.073873717411076,0.5413715497489447
ENSG00000142583,SLC2A5,0.002757849518287663,-1.9938794122815153,0.4916739058860638,0.009922955444988467,2.627497902749921,1,0.0068226165137531235,2.073873717411076,0.6624470093804586
ENSG00000180758,GPR157,0.020683871387157472,-0.20538351747522654,1,0.009922955444988467,-0.10946769141628554,1,0.027290466055012494,0.7139777723246938,0.8387591941559541
ENSG00000228526,MIR34AHG,0.016547097109725975,-2.3970428112720668,0.0021991250426234856,0.07938364355990774,2.1729320392844396,0.6757632900452127,0.08869401467879061,2.3576666834116677,0.023236346797369068
ENSG00000234546,LNCTAM34A,0.06343053892061624,0.28296079307730926,1,0.06946068811491926,0.32981735410923596,1,0.03411308256876562,-0.6510190444545545,0.9843417455501032
ENSG00000049239,H6PD,0.0744619369937669,-1.1785169116225451,0.06466110978415536,0.12899842078485008,0.795813651330576,1,0.19103326238508747,1.3670700937551223,0.07987511067959022
ENSG00000171621,SPSB1,0.10231621712847229,0.6708102809103749,0.5951136061720378,0.049614777224942334,-0.7800059238435155,1,0.06822616513753124,-0.4401528764991345,1
ENSG00000284652,BX323043.1,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000284693,LINC02606,0.006343053892061625,0.7166139705235004,0.7746163048435039,0,0.627497902749921,1,0,0.07387371741107618,1
ENSG00000171612,SLC25A33,0.08935432439252028,0.38848453646782133,0.9220388178107235,0.049614777224942334,-0.5948945185865271,1,0.07504878165128435,-0.1225234953924268,1
ENSG00000188807,TMEM201,0.009652473314006819,-0.2833860294765005,1,0,-0.035467109972508126,1,0.013645233027506247,1.073873717411077,0.8046275934069198
ENSG00000171608,PIK3CD,0.011582967976808184,-0.44208377549555866,1,0,-0.31110155258593597,1,0.02046784954125937,1.2325714634301344,0.6057571667545886
ENSG00000231789,PIK3CD-AS2,0.056811700076725855,-0.17486157269833136,1,0.0595377326699308,0.26492782336521215,1,0.061403548623778115,0.24605469279375658,1
ENSG00000171603,CLSTN1,0.2109754881490062,-1.028614934673846,0.04964185721125724,0.24807388612471165,0.18668196227997047,1,0.552631937614003,1.3888543382775245,0.02860640615441325
ENSG00000178585,CTNNBIP1,0.20077144493134186,1.2491090513505205,0.16105876918969503,0.10915250989487313,-0.7300541018681632,1,0.061403548623778115,-1.5506171474967174,0.24728678643808435
ENSG00000162441,LZIC,0.15499114292776664,0.8763251591038128,0.38527844247103277,0.0893065990048962,-0.6305184283172482,1,0.07504878165128435,-0.9160726179250003,0.6445843777695288
ENSG00000228150,AL357140.2,0.0005515699036575325,-2.2833860294764996,1,0,3.627497902749921,1,0,3.073873717411076,1
ENSG00000173614,NMNAT1,0.04054038791882864,-0.4662500866263102,0.7224647231765048,0.049614777224942334,0.5120206853299845,1,0.05458093211002499,0.5713733768818932,0.805962574014559
ENSG00000162444,RBP7,0.003860989325602728,0.038542065410862136,1,0,1.3055698078625584,1,0,0.7519456225237136,1
ENSG00000130939,UBE4B,0.10121307732115722,-0.5927140875842287,0.4254494789773967,0.0893065990048962,-0.09496812172116975,1,0.19103326238508747,0.9583964999911401,0.2384385801342371
ENSG00000054523,KIF1B,0.1431323899991297,-0.9334435584195411,0.10658408228610432,0.1190754653398616,-0.2545180242195686,1,0.3752439082564218,1.4109087046886475,0.03271181361642285
ENSG00000284735,AL139424.3,0.0005515699036575325,-3.2833860294764996,0.4558475598176558,0,3.212460403471077,1,0.0068226165137531235,4.073873717411076,0.36468231629280806
ENSG00000284642,AL139424.2,0.0008273548554862989,-1.8683485301976557,1,0,3.212460403471077,1,0,2.6588362181322323,1
ENSG00000142657,PGD,0.9657989013043395,-0.3419007708391787,0.5925334920090868,0.9922955444988466,0.015024720195606016,1,1.384991152291884,0.5162786236769379,0.49110944529777073
ENSG00000175279,CENPS,0.07970185107851345,2.311560559817278,0.02866567537609339,0.009922955444988467,-1.97736415540894,0.8958681889171205,0.013645233027506247,-1.9410766240548947,0.21972843636027137
ENSG00000241563,CORT,0.010755613121321886,0.45357956468970606,0.9093785842859968,0,-0.1450916011470067,1,0.0068226165137531235,0.33690812324486963,1
ENSG00000160049,DFFA,0.16491940119360224,-0.16549829346588307,0.9388522966927211,0.1190754653398616,-0.39088062656493383,1,0.22514634495385308,0.49127048956384245,0.6310754412774258
ENSG00000203469,AL354956.1,0,-4.868348530197656,0.25402374393064914,0.009922955444988467,6.212460403471077,0.6757632900452127,0,3.6588362181322323,1
ENSG00000142655,PEX14,0.03309419421945195,-0.7568402149806657,0.5339748413979315,0.06946068811491926,1.2237757166989107,0.9396013685693186,0.04093569908251874,0.4661911401898369,0.893433458907218
ENSG00000130940,CASZ1,0.0008273548554862989,-1.8683485301976557,1,0,3.212460403471077,1,0,2.6588362181322323,1
ENSG00000120948,TARDBP,0.17760550897772548,-0.7640118703829206,0.20405854953265926,0.19845910889976934,0.15562918087440103,1,0.3684212917426687,1.0629854012683404,0.1328393152128319
ENSG00000271895,AL109811.2,0.011031398073150652,-1.0957590263007289,0.6002154347844548,0.0297688663349654,1.7861956487689792,0.980731765291519,0.013645233027506247,0.7843671002160919,0.8898422547297944
ENSG00000116649,SRM,0.9630410517860518,1.3169398964760526,0.07927676411873089,0.42668708413450407,-1.1196778900185043,1,0.35477605871516243,-1.4011458866959998,0.23644445639658648
ENSG00000171824,EXOSC10,0.06150004425781488,-1.148456449390391,0.09593107671608131,0.12899842078485008,1.089077987965795,0.8984015613835349,0.13645233027506248,1.1624103920127338,0.21644251517536273
ENSG00000226849,AL109811.1,0.0013789247591438315,-1.2833860294764996,1,0,2.627497902749921,1,0,2.073873717411076,1
ENSG00000230337,EXOSC10-AS1,0.005515699036575326,-1.4760311074188959,0.4786793809409587,0.019845910889976934,2.337991285554936,0.9534413329386129,0.0068226165137531235,1.1352742620752192,0.9932067762976522
ENSG00000198793,MTOR,0.06177582920964365,-0.37649543386798134,0.754960070720492,0.03969182177995387,-0.372502097250079,1,0.10233924770629685,0.8196324300352891,0.4386387538189306
ENSG00000120942,UBIAD1,0.03474890393042455,-0.20159193831285283,1,0.009922955444988467,-0.8643551935797538,1,0.05458093211002499,0.8287612195745453,0.6167361362570092
ENSG00000116661,FBXO2,0.013237677687780782,1.7463613139175518,0.34650829882038386,0,-0.40224944064413126,1,0,-0.9558736259829761,0.8800845999889247
ENSG00000132879,FBXO44,0.043298237437116305,-0.47145837762907217,0.7630543243514252,0.0893065990048962,1.1856603441273617,0.8937447582977979,0.03411308256876562,-0.13990557362066358,1
